Year,State Population,County Name,State Abbreviation,County Population,BUYER_MME
2005,4613672,AUTAUGA,AL,49161,0.0
2005,4613672,BALDWIN,AL,161341,0.0
2005,4613672,BARBOUR,AL,28252,0.0
2005,4613672,BIBB,AL,21386,0.0
2005,4613672,BLOUNT,AL,54152,0.0
2005,4613672,BULLOCK,AL,11258,0.0
2005,4613672,BUTLER,AL,21169,0.0
2005,4613672,CALHOUN,AL,115237,0.0
2005,4613672,CHAMBERS,AL,35385,0.0
2005,4613672,CHEROKEE,AL,24949,0.0
2005,4613672,CHILTON,AL,41619,0.0
2005,4613672,CHOCTAW,AL,14903,0.0
2005,4613672,CLARKE,AL,26850,0.0
2005,4613672,CLAY,AL,14085,0.0
2005,4613672,CLEBURNE,AL,14556,0.0
2005,4613672,COFFEE,AL,46794,0.0
2005,4613672,COLBERT,AL,54704,0.0
2005,4613672,CONECUH,AL,13657,0.0
2005,4613672,COOSA,AL,11802,0.0
2005,4613672,COVINGTON,AL,37705,0.0
2005,4613672,CRENSHAW,AL,13777,0.0
2005,4613672,CULLMAN,AL,78916,0.0
2005,4613672,DALE,AL,49685,0.0
2005,4613672,DALLAS,AL,45091,0.0
2005,4613672,DEKALB,AL,67776,0.0
2005,4613672,ELMORE,AL,72554,0.0
2005,4613672,ESCAMBIA,AL,38387,0.0
2005,4613672,ETOWAH,AL,103938,0.0
2005,4613672,FAYETTE,AL,17877,0.0
2005,4613672,FRANKLIN,AL,31482,0.0
2005,4613672,GENEVA,AL,26245,0.0
2005,4613672,GREENE,AL,9483,0.0
2005,4613672,HALE,AL,17015,0.0
2005,4613672,HENRY,AL,16797,0.0
2005,4613672,HOUSTON,AL,95191,0.0
2005,4613672,JACKSON,AL,53546,0.0
2005,4613672,JEFFERSON,AL,660271,0.0
2005,4613672,LAMAR,AL,15232,0.0
2005,4613672,LAUDERDALE,AL,90332,0.0
2005,4613672,LAWRENCE,AL,34584,0.0
2005,4613672,LEE,AL,127659,0.0
2005,4613672,LIMESTONE,AL,74223,0.0
2005,4613672,LOWNDES,AL,12388,0.0
2005,4613672,MACON,AL,22766,0.0
2005,4613672,MADISON,AL,305903,0.0
2005,4613672,MARENGO,AL,21783,0.0
2005,4613672,MARION,AL,30967,0.0
2005,4613672,MARSHALL,AL,87663,0.0
2005,4613672,MOBILE,AL,406517,0.0
2005,4613672,MONROE,AL,23695,0.0
2005,4613672,MONTGOMERY,AL,226448,0.0
2005,4613672,MORGAN,AL,115281,0.0
2005,4613672,PERRY,AL,11226,0.0
2005,4613672,PICKENS,AL,20329,0.0
2005,4613672,PIKE,AL,31293,0.0
2005,4613672,RANDOLPH,AL,22629,0.0
2005,4613672,RUSSELL,AL,51399,0.0
2005,4613672,ST. CLAIR,AL,74040,0.0
2005,4613672,SHELBY,AL,169369,0.0
2005,4613672,SUMTER,AL,14267,0.0
2005,4613672,TALLADEGA,AL,81509,0.0
2005,4613672,TALLAPOOSA,AL,41696,0.0
2005,4613672,TUSCALOOSA,AL,179802,0.0
2005,4613672,WALKER,AL,68858,0.0
2005,4613672,WASHINGTON,AL,17827,0.0
2005,4613672,WILCOX,AL,12330,0.0
2005,4613672,WINSTON,AL,24646,0.0
2006,4646965,AUTAUGA,AL,50243,17100.542224750025
2006,4646965,BALDWIN,AL,165526,51039.829050325
2006,4646965,BARBOUR,AL,28094,5764.0191224999935
2006,4646965,BIBB,AL,21692,6278.096539499998
2006,4646965,BLOUNT,AL,54786,10417.469825087504
2006,4646965,BULLOCK,AL,11189,549.3548185000001
2006,4646965,BUTLER,AL,21124,3828.9245140874973
2006,4646965,CALHOUN,AL,115908,45576.37599198742
2006,4646965,CHAMBERS,AL,35142,13604.60553750002
2006,4646965,CHEROKEE,AL,25157,10096.068205000009
2006,4646965,CHILTON,AL,42022,14249.52265981251
2006,4646965,CHOCTAW,AL,14693,4168.146564949998
2006,4646965,CLARKE,AL,26646,5063.858757449994
2006,4646965,CLAY,AL,14054,3244.1749899999995
2006,4646965,CLEBURNE,AL,14639,1793.5858350000003
2006,4646965,COFFEE,AL,47425,10784.06270022501
2006,4646965,COLBERT,AL,54649,29690.486374450033
2006,4646965,CONECUH,AL,13573,4305.3661294999965
2006,4646965,COOSA,AL,11794,983.0942350000001
2006,4646965,COVINGTON,AL,37718,11899.53358086251
2006,4646965,CRENSHAW,AL,13801,2077.1591725000003
2006,4646965,CULLMAN,AL,79214,27960.22123436251
2006,4646965,DALE,AL,49798,9251.308900087504
2006,4646965,DALLAS,AL,44837,8232.200157000003
2006,4646965,DEKALB,AL,68444,17888.295647950035
2006,4646965,ELMORE,AL,73901,14626.803858262523
2006,4646965,ESCAMBIA,AL,38374,12538.987860725007
2006,4646965,ETOWAH,AL,104036,65594.54985760014
2006,4646965,FAYETTE,AL,17748,3990.0165224999973
2006,4646965,FRANKLIN,AL,31527,13266.64345036253
2006,4646965,GENEVA,AL,26354,7448.2860402249935
2006,4646965,GREENE,AL,9395,250.97604749999994
2006,4646965,HALE,AL,16764,1749.919157725
2006,4646965,HENRY,AL,16897,2287.9833275
2006,4646965,HOUSTON,AL,96463,29875.257676224996
2006,4646965,JACKSON,AL,53481,22916.837795862517
2006,4646965,JEFFERSON,AL,659917,232244.349664131
2006,4646965,LAMAR,AL,15098,3425.388889987499
2006,4646965,LAUDERDALE,AL,90808,25413.75461000006
2006,4646965,LAWRENCE,AL,34534,9500.425592500002
2006,4646965,LEE,AL,130188,12147.421193675029
2006,4646965,LIMESTONE,AL,75934,18289.06109900001
2006,4646965,LOWNDES,AL,12169,279.369975
2006,4646965,MACON,AL,22502,1976.9133513624995
2006,4646965,MADISON,AL,311684,94312.13622396355
2006,4646965,MARENGO,AL,21633,3458.7578508999995
2006,4646965,MARION,AL,30928,15341.415466362509
2006,4646965,MARSHALL,AL,88735,35396.883856850014
2006,4646965,MOBILE,AL,407843,107327.3661357013
2006,4646965,MONROE,AL,23570,4820.3028824999965
2006,4646965,MONTGOMERY,AL,227034,47333.51840917493
2006,4646965,MORGAN,AL,116122,44156.72085872502
2006,4646965,PERRY,AL,11096,1018.1519000000001
2006,4646965,PICKENS,AL,20212,2510.686791362501
2006,4646965,PIKE,AL,31614,5029.797830724995
2006,4646965,RANDOLPH,AL,22686,4433.529784999997
2006,4646965,RUSSELL,AL,51708,13772.389813587528
2006,4646965,ST. CLAIR,AL,75900,18353.47203708752
2006,4646965,SHELBY,AL,174557,76294.9933610754
2006,4646965,SUMTER,AL,14166,925.0686875
2006,4646965,TALLADEGA,AL,81664,21923.041720162553
2006,4646965,TALLAPOOSA,AL,41681,7213.788713725002
2006,4646965,TUSCALOOSA,AL,182776,40419.45131754995
2006,4646965,WALKER,AL,68492,72509.60580487525
2006,4646965,WASHINGTON,AL,17777,950.4735225000001
2006,4646965,WILCOX,AL,12197,589.6356725000002
2006,4646965,WINSTON,AL,24614,11258.600467950013
2007,4680258,AUTAUGA,AL,51325,19152.437288650028
2007,4680258,BALDWIN,AL,169711,60323.05178148775
2007,4680258,BARBOUR,AL,27936,6377.61011248749
2007,4680258,BIBB,AL,21998,7108.871080499997
2007,4680258,BLOUNT,AL,55420,10633.79300895
2007,4680258,BULLOCK,AL,11120,747.0804358624999
2007,4680258,BUTLER,AL,21079,4782.5303452249955
2007,4680258,CALHOUN,AL,116579,56226.580392425065
2007,4680258,CHAMBERS,AL,34899,13984.611923862525
2007,4680258,CHEROKEE,AL,25365,13337.293379300017
2007,4680258,CHILTON,AL,42425,15265.744780987512
2007,4680258,CHOCTAW,AL,14483,4858.175187937496
2007,4680258,CLARKE,AL,26442,6270.496200174993
2007,4680258,CLAY,AL,14023,3829.993148862499
2007,4680258,CLEBURNE,AL,14722,1972.8373199999999
2007,4680258,COFFEE,AL,48056,12088.153191725012
2007,4680258,COLBERT,AL,54594,32719.147863050028
2007,4680258,CONECUH,AL,13489,5453.305513499996
2007,4680258,COOSA,AL,11786,1203.5786225000002
2007,4680258,COVINGTON,AL,37731,14586.95411922502
2007,4680258,CRENSHAW,AL,13825,2453.0272575
2007,4680258,CULLMAN,AL,79512,34198.79865217501
2007,4680258,DALE,AL,49911,10493.278551450003
2007,4680258,DALLAS,AL,44583,11929.823358862513
2007,4680258,DEKALB,AL,69112,21424.878830287547
2007,4680258,ELMORE,AL,75248,17853.36716096253
2007,4680258,ESCAMBIA,AL,38361,13072.930090487513
2007,4680258,ETOWAH,AL,104134,81248.68240548775
2007,4680258,FAYETTE,AL,17619,4278.273799999997
2007,4680258,FRANKLIN,AL,31572,17232.91366275004
2007,4680258,GENEVA,AL,26463,6771.675809999992
2007,4680258,GREENE,AL,9307,448.128265
2007,4680258,HALE,AL,16513,2321.5757890875
2007,4680258,HENRY,AL,16997,2936.3913599999996
2007,4680258,HOUSTON,AL,97735,35054.38076898747
2007,4680258,JACKSON,AL,53416,25200.03357036251
2007,4680258,JEFFERSON,AL,659563,253098.6992736564
2007,4680258,LAMAR,AL,14964,3614.6965523749986
2007,4680258,LAUDERDALE,AL,91284,30886.645670225065
2007,4680258,LAWRENCE,AL,34484,9529.722506362497
2007,4680258,LEE,AL,132717,14191.159131675025
2007,4680258,LIMESTONE,AL,77645,17869.21814936253
2007,4680258,LOWNDES,AL,11950,286.46486250000004
2007,4680258,MACON,AL,22238,2192.4559263624997
2007,4680258,MADISON,AL,317465,123127.79494686409
2007,4680258,MARENGO,AL,21483,3931.0297431624995
2007,4680258,MARION,AL,30889,17726.765626362518
2007,4680258,MARSHALL,AL,89807,39373.28267781253
2007,4680258,MOBILE,AL,409169,121170.93367358649
2007,4680258,MONROE,AL,23445,5461.110410224994
2007,4680258,MONTGOMERY,AL,227620,55378.493131212555
2007,4680258,MORGAN,AL,116963,51234.159900000086
2007,4680258,PERRY,AL,10966,1276.9736238625
2007,4680258,PICKENS,AL,20095,3456.6469389999993
2007,4680258,PIKE,AL,31935,6927.333236587494
2007,4680258,RANDOLPH,AL,22743,5209.7480899999955
2007,4680258,RUSSELL,AL,52017,16177.835879075035
2007,4680258,ST. CLAIR,AL,77760,20352.130410950034
2007,4680258,SHELBY,AL,179745,79475.98017595049
2007,4680258,SUMTER,AL,14065,1318.5769475
2007,4680258,TALLADEGA,AL,81819,27520.760984762528
2007,4680258,TALLAPOOSA,AL,41666,8830.061126225004
2007,4680258,TUSCALOOSA,AL,185750,45632.42745732495
2007,4680258,WALKER,AL,68126,79062.02546361285
2007,4680258,WASHINGTON,AL,17727,930.1063163625001
2007,4680258,WILCOX,AL,12064,752.822746675
2007,4680258,WINSTON,AL,24582,12900.791445000017
2008,4713551,AUTAUGA,AL,52407,21785.835290387542
2008,4713551,BALDWIN,AL,173896,66828.52321617541
2008,4713551,BARBOUR,AL,27778,7119.044022724995
2008,4713551,BIBB,AL,22304,8592.971607500001
2008,4713551,BLOUNT,AL,56054,11026.019067725003
2008,4713551,BULLOCK,AL,11051,956.7446143125001
2008,4713551,BUTLER,AL,21034,5867.209062499995
2008,4713551,CALHOUN,AL,117250,59673.02132175019
2008,4713551,CHAMBERS,AL,34656,16042.111992725024
2008,4713551,CHEROKEE,AL,25573,14371.870397475024
2008,4713551,CHILTON,AL,42828,16460.104046612516
2008,4713551,CHOCTAW,AL,14273,5140.032936799997
2008,4713551,CLARKE,AL,26238,6588.210366124992
2008,4713551,CLAY,AL,13992,4652.726584999998
2008,4713551,CLEBURNE,AL,14805,2148.0621749999996
2008,4713551,COFFEE,AL,48687,13586.458572225023
2008,4713551,COLBERT,AL,54539,37824.04797768756
2008,4713551,CONECUH,AL,13405,6171.998848499997
2008,4713551,COOSA,AL,11778,915.1193565875002
2008,4713551,COVINGTON,AL,37744,15956.115898587515
2008,4713551,CRENSHAW,AL,13849,2787.0449149999986
2008,4713551,CULLMAN,AL,79810,36166.49852226255
2008,4713551,DALE,AL,50024,11876.191552175012
2008,4713551,DALLAS,AL,44329,14590.618203362525
2008,4713551,DEKALB,AL,69780,23249.607339987568
2008,4713551,ELMORE,AL,76595,21185.536576925042
2008,4713551,ESCAMBIA,AL,38348,14679.32211926252
2008,4713551,ETOWAH,AL,104232,89648.58278762538
2008,4713551,FAYETTE,AL,17490,4968.441344999996
2008,4713551,FRANKLIN,AL,31617,20569.76054235004
2008,4713551,GENEVA,AL,26572,7446.781797724994
2008,4713551,GREENE,AL,9219,546.1803188625
2008,4713551,HALE,AL,16262,2358.5889752250005
2008,4713551,HENRY,AL,17097,3129.6209249999993
2008,4713551,HOUSTON,AL,99007,39711.02787717501
2008,4713551,JACKSON,AL,53351,24214.00905586251
2008,4713551,JEFFERSON,AL,659209,275982.5588272442
2008,4713551,LAMAR,AL,14830,4300.639614537497
2008,4713551,LAUDERDALE,AL,91760,35232.34205458759
2008,4713551,LAWRENCE,AL,34434,11712.104826587502
2008,4713551,LEE,AL,135246,15980.179088175042
2008,4713551,LIMESTONE,AL,79356,21007.94696108754
2008,4713551,LOWNDES,AL,11731,541.3928625000001
2008,4713551,MACON,AL,21974,2454.461582499999
2008,4713551,MADISON,AL,323246,148603.43899501464
2008,4713551,MARENGO,AL,21333,4661.925376124999
2008,4713551,MARION,AL,30850,20565.590835000017
2008,4713551,MARSHALL,AL,90879,44786.02902248759
2008,4713551,MOBILE,AL,410495,132706.456480414
2008,4713551,MONROE,AL,23320,6543.683015449993
2008,4713551,MONTGOMERY,AL,228206,63605.15133257529
2008,4713551,MORGAN,AL,117804,58242.40679250021
2008,4713551,PERRY,AL,10836,1372.0225238625
2008,4713551,PICKENS,AL,19978,4127.0754873624965
2008,4713551,PIKE,AL,32256,8132.046813312499
2008,4713551,RANDOLPH,AL,22800,5483.412160224992
2008,4713551,RUSSELL,AL,52326,19021.881016987532
2008,4713551,ST. CLAIR,AL,79620,22615.904443225045
2008,4713551,SHELBY,AL,184933,78303.96078306303
2008,4713551,SUMTER,AL,13964,1432.5493099999999
2008,4713551,TALLADEGA,AL,81974,30223.356625437533
2008,4713551,TALLAPOOSA,AL,41651,10328.894766762509
2008,4713551,TUSCALOOSA,AL,188724,52778.171196200026
2008,4713551,WALKER,AL,67760,90340.67068166302
2008,4713551,WASHINGTON,AL,17677,1073.4356106750001
2008,4713551,WILCOX,AL,11931,974.8551249999998
2008,4713551,WINSTON,AL,24550,14009.638130000021
2009,4746844,AUTAUGA,AL,53489,24439.98769338754
2009,4746844,BALDWIN,AL,178081,76385.3756083131
2009,4746844,BARBOUR,AL,27620,7917.18618
2009,4746844,BIBB,AL,22610,8668.235531362498
2009,4746844,BLOUNT,AL,56688,12821.946716362509
2009,4746844,BULLOCK,AL,10982,1421.6815199999999
2009,4746844,BUTLER,AL,20989,6636.663427499996
2009,4746844,CALHOUN,AL,117921,66364.38719775026
2009,4746844,CHAMBERS,AL,34413,16464.60657453753
2009,4746844,CHEROKEE,AL,25781,16394.43298203753
2009,4746844,CHILTON,AL,43231,17669.29758292502
2009,4746844,CHOCTAW,AL,14063,5125.220464537496
2009,4746844,CLARKE,AL,26034,7651.943550899996
2009,4746844,CLAY,AL,13961,4836.376934999997
2009,4746844,CLEBURNE,AL,14888,2736.0445125
2009,4746844,COFFEE,AL,49318,14369.57990317502
2009,4746844,COLBERT,AL,54484,36736.277489062566
2009,4746844,CONECUH,AL,13321,6636.305223862498
2009,4746844,COOSA,AL,11770,1037.4959250000002
2009,4746844,COVINGTON,AL,37757,17503.630575450024
2009,4746844,CRENSHAW,AL,13873,3148.8038924999996
2009,4746844,CULLMAN,AL,80108,38865.78637545007
2009,4746844,DALE,AL,50137,14692.996021125013
2009,4746844,DALLAS,AL,44075,14264.77459451252
2009,4746844,DEKALB,AL,70448,26028.511540200067
2009,4746844,ELMORE,AL,77942,23500.109286787556
2009,4746844,ESCAMBIA,AL,38335,15402.684072037511
2009,4746844,ETOWAH,AL,104330,95393.81610198793
2009,4746844,FAYETTE,AL,17361,5157.135262499995
2009,4746844,FRANKLIN,AL,31662,18764.937296587537
2009,4746844,GENEVA,AL,26681,9293.924655225002
2009,4746844,GREENE,AL,9131,574.971195225
2009,4746844,HALE,AL,16011,2540.44767
2009,4746844,HENRY,AL,17197,3514.008015
2009,4746844,HOUSTON,AL,100279,43027.78394771254
2009,4746844,JACKSON,AL,53286,31164.822393862527
2009,4746844,JEFFERSON,AL,658855,300777.9611453314
2009,4746844,LAMAR,AL,14696,4911.224805899996
2009,4746844,LAUDERDALE,AL,92236,36792.59729771261
2009,4746844,LAWRENCE,AL,34384,11750.875890900008
2009,4746844,LEE,AL,137775,19436.54786703754
2009,4746844,LIMESTONE,AL,81067,21174.450633862543
2009,4746844,LOWNDES,AL,11512,853.6433625
2009,4746844,MACON,AL,21710,2718.1760624999997
2009,4746844,MADISON,AL,329027,145452.33212857693
2009,4746844,MARENGO,AL,21183,5309.233411574996
2009,4746844,MARION,AL,30811,23347.571126362516
2009,4746844,MARSHALL,AL,91951,52972.667831100174
2009,4746844,MOBILE,AL,411821,143541.6139242393
2009,4746844,MONROE,AL,23195,7334.821432499996
2009,4746844,MONTGOMERY,AL,228792,65264.06555715034
2009,4746844,MORGAN,AL,118645,62430.971448862816
2009,4746844,PERRY,AL,10706,1484.6514788625
2009,4746844,PICKENS,AL,19861,4599.782013862497
2009,4746844,PIKE,AL,32577,9258.4304363625
2009,4746844,RANDOLPH,AL,22857,6420.372442499993
2009,4746844,RUSSELL,AL,52635,20571.411420900047
2009,4746844,ST. CLAIR,AL,81480,24440.50849545004
2009,4746844,SHELBY,AL,190121,85315.80457631302
2009,4746844,SUMTER,AL,13863,1742.6689124999998
2009,4746844,TALLADEGA,AL,82129,34624.58032770006
2009,4746844,TALLAPOOSA,AL,41636,10931.468730900011
2009,4746844,TUSCALOOSA,AL,191698,57595.46806380017
2009,4746844,WALKER,AL,67394,95464.38413542567
2009,4746844,WASHINGTON,AL,17627,871.7374588500002
2009,4746844,WILCOX,AL,11798,1136.8008000000002
2009,4746844,WINSTON,AL,24518,15356.728185000027
2010,4780138,AUTAUGA,AL,54574,26169.308157937547
2010,4780138,BALDWIN,AL,182264,92720.14123136355
2010,4780138,BARBOUR,AL,27457,8600.487532725003
2010,4780138,BIBB,AL,22920,9217.115219999998
2010,4780138,BLOUNT,AL,57321,13645.7683840875
2010,4780138,BULLOCK,AL,10911,1981.9003950000001
2010,4780138,BUTLER,AL,20943,7285.0180274999975
2010,4780138,CALHOUN,AL,118594,73286.8198720129
2010,4780138,CHAMBERS,AL,34171,17417.905529437536
2010,4780138,CHEROKEE,AL,25989,18188.329676362537
2010,4780138,CHILTON,AL,43630,18234.600925425013
2010,4780138,CHOCTAW,AL,13858,5948.738654999996
2010,4780138,CLARKE,AL,25833,8976.019039312503
2010,4780138,CLAY,AL,13930,4433.261114999997
2010,4780138,CLEBURNE,AL,14972,2597.3591663624998
2010,4780138,COFFEE,AL,49952,17131.127122950027
2010,4780138,COLBERT,AL,54428,39369.20361907509
2010,4780138,CONECUH,AL,13233,7116.748668862499
2010,4780138,COOSA,AL,11758,1312.8696900000004
2010,4780138,COVINGTON,AL,37766,20543.03704653753
2010,4780138,CRENSHAW,AL,13898,3399.614962499998
2010,4780138,CULLMAN,AL,80406,41407.02606000009
2010,4780138,DALE,AL,50249,18105.01305045
2010,4780138,DALLAS,AL,43818,13622.154912450014
2010,4780138,DEKALB,AL,71116,31037.884238025086
2010,4780138,ELMORE,AL,79293,25948.456783612568
2010,4780138,ESCAMBIA,AL,38320,19566.88999886252
2010,4780138,ETOWAH,AL,104427,101022.99240221297
2010,4780138,FAYETTE,AL,17232,5623.898017499997
2010,4780138,FRANKLIN,AL,31709,21390.961335450054
2010,4780138,GENEVA,AL,26787,8524.758978862495
2010,4780138,GREENE,AL,9043,733.9257375
2010,4780138,HALE,AL,15762,3228.2777513625
2010,4780138,HENRY,AL,17300,3801.4044899999994
2010,4780138,HOUSTON,AL,101554,52177.58716998765
2010,4780138,JACKSON,AL,53224,34320.390889087554
2010,4780138,JEFFERSON,AL,658506,340625.4721770429
2010,4780138,LAMAR,AL,14564,6273.340046362494
2010,4780138,LAUDERDALE,AL,92709,43138.56366611262
2010,4780138,LAWRENCE,AL,34339,12126.650085450008
2010,4780138,LEE,AL,140300,20730.910601812557
2010,4780138,LIMESTONE,AL,82782,25339.45821817505
2010,4780138,LOWNDES,AL,11296,1106.8292745375002
2010,4780138,MACON,AL,21448,2877.6250874999996
2010,4780138,MADISON,AL,334811,174384.94998375225
2010,4780138,MARENGO,AL,21038,6398.885754524996
2010,4780138,MARION,AL,30776,27710.281958850017
2010,4780138,MARSHALL,AL,93019,62145.94854247533
2010,4780138,MOBILE,AL,413145,160441.30050877694
2010,4780138,MONROE,AL,23067,7088.979574087494
2010,4780138,MONTGOMERY,AL,229378,65600.215940663
2010,4780138,MORGAN,AL,119486,66961.86074295042
2010,4780138,PERRY,AL,10579,1372.70028
2010,4780138,PICKENS,AL,19746,4603.291769999996
2010,4780138,PIKE,AL,32895,9751.916804999997
2010,4780138,RANDOLPH,AL,22916,6559.789889999993
2010,4780138,RUSSELL,AL,52947,21680.391153862554
2010,4780138,ST. CLAIR,AL,83345,26491.55284136254
2010,4780138,SHELBY,AL,195313,88694.68210383817
2010,4780138,SUMTER,AL,13763,2013.8629020000003
2010,4780138,TALLADEGA,AL,82283,38945.37592815009
2010,4780138,TALLAPOOSA,AL,41618,11008.96778317501
2010,4780138,TUSCALOOSA,AL,194668,56430.29779743765
2010,4780138,WALKER,AL,67023,99354.67999762572
2010,4780138,WASHINGTON,AL,17581,1017.7835824875001
